"125374540107886592	negative	AWWW!!! Bronx Looked like my dog Sammie....Who is dead as well #RIPBronx #RIPSammie :'( http://t.co/cOVKO0aU",,,,,,,
"126057030996852736	negative	@justinbieber pleaaaase follow me!!",,,,,,,
"125618466353983488	negative	RT @katebetts: Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t. ...",,,,,,,
"125501576952553472	negative	Using my awsome iPad... I love it. I love my MacBook too and my iPod. It's all amazing! I love @apple",,,,,,,
"126323785145126912	negative	@apple..good ipad",,,,,,,
"126410591949697024	negative	@apple needs to hurry up and release #iTunesMatch",,,,,,,
"125701161926930432	negative	Good Morning à¸„à_ˆà¸° ;')",,,,,,,
"126079414986485760	negative	Lg bc2 kak", lg mid lho (âŒ£ÌÅ_âŒ£Ì€) kakak?RT @ndhrwL: Hihii lg apa syg? @faniandriyossaku kgn lo sm fani (É” Ë˜âŒ£Ë˜)Ë˜âŒ£Ë˜ c),,,,,,
"125238017299451904	negative	Vou na capela", depois vou na tia, porque o @GuiiBellan e a #DÃ© vÃ£o vim aqui em casa! Beijos azuis, #partiu :*,,,,
"126097426493878272	negative	I'm loving this new IOS5 update :) @apple",,,,,,,
"126019393460244480	negative	Pues tiene como media hora que le hable a @fer_lopezm96 y no me a contestado:(",,,,,,,
"126301956951117824	negative	mouse 1 v/s checho 0",,,,,,,
"125722746100531200	negative	Loving the new iPod update @apple",,,,,,,
"126140794078892032	negative	@valearevalor llevare hojas en blanco y de colores", plumones y mi presencia Jajajaja te amo vale,,,,,,
"125978473712979968	negative	Espero que mi papi no quiera sorprenderme y me regale un libro hoy", o tendremos problemas de calculo.,,,,,,
"125794931439702016	negative	I must admit @apple has made me a very happy camper! I have text tones now! Lol! Ring tone: #MakeMeProud Drakes vers! Text tone: Nicki's",,,,,,,
"125608381431025664	negative	I &lt;3 @apple http://t.co/ondXWpEr",,,,,,,
"125309946723188736	negative	Mad props to the @apple employee that didn't charge me to replace the back plate on my iPhone! Made my day!",,,,,,,
"125840039031738368	negative	@apple your simply the best.",,,,,,,
"125416879035658240	negative	dammit", listening to siri is making me want to upgrade. well played @apple.,,,,,,
"125645258003464192	negative	Thank you @apple for your innovations. Exhibit A: Guy playing with Facetime instead of watching game at sports bar. http://t.co/oU7K39ge",,,,,,,
"125256305647693824	negative	i cant think of this old song i was obsessed with like two years ago WTF its on the tip of my tonuge",,,,,,,
"126112836219973632	negative	#sweet... #apple replaced my glass #probono. thank you @apple",,,,,,,
"125252188065902592	negative	Good support fm Kevin @apple #Bellevue store 4 biz customers TY!",,,,,,,
"125940394566483968	negative	God Bless @YouTube", @apple for #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :),,,,,,
"126284506360578048	negative	muka lo tuh dis kyk melon *upss RT @yudhisyudhis: Melon peleh RT @Galiheoh7: heuheu melow.. Lo kira buah RT @fajrinnurazmi: apasih lo cowo",,,,,,,
"125681742760771584	negative	@apple Siri is amazing",,,,,,,
"125717622728818688	negative	@alexlindsay My wife upgraded her iPhone 4. I think Siri alone is worth the upgrade. Looking forward to @Apple continuing to enhance Siri.",,,,,,,
"126183339945234432	negative	@Apple downloads of iOS 5 are proving popular with users -- http://t.co/NSHLfiUX",,,,,,,
"125714253452812288	negative	RT @tomkeene Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/BPPJwncp",,,,,,,
"125343429289984000	negative	RT @To1ne: .@apple thanks for fixing this... http://t.co/wTj1ogDO",,,,,,,
"125974505385500672	negative	.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear",,,,,,,
"125900497327636480	negative	Love #ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! @apple #lovemyiphone",,,,,,,
"126318009647235072	negative	RT @TripLingo: We're one of a few ""Featured Education Apps"" on the @Apple **Website** today", sweet! http://t.co/0yWvbe1Z,,,,,,
"125995158679461888	negative	Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple.",,,,,,,
"126263834968211456	negative	NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad",,,,,,,
"126075534894571520	negative	@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!",,,,,,,
"126130991365500928	negative	you are so blessed. @apple",,,,,,,
"125728717942161408	negative	Day305", I'm thankful for the great customer service received today from @Apple via phone CS, new phone on the way #365daysofgratefulness,,,,,
"125947912306954240	negative	@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to ""Will it blend?"" Glad to hear it's still alive.",,,,,,,
"126311981564178432	negative	---Â» RT @Apple No question bro. RT @AintEeenTrippin: Should I get dis iPhone or a EVO 3D?",,,,,,,
"125393816470568960	negative	Dbmos ser #Diligentes",,,,,,,
"126059405941809152	negative	Is it just me or is #iOS5 faster for the iPad? @apple",,,,,,,
"126076238375817216	negative	#iCloud set up was flawless and works like a champ! To the Cloud @Apple",,,,,,,
"126084907343691776	negative	Time to go get my iPhone 4s. Looking forward to sticking it to the man by no longer paying for most texts. Thanks @apple.",,,,,,,
"126417285559762944	negative	RT @Jewelz2611 @mashable @apple", iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..,,,,,,
"125333598197911552	negative	.@apple thanks for fixing this... http://t.co/wTj1ogDO",,,,,,,
"125407532893224960	negative	@annadellabrnd crita ye kwkww... Ga sabar pngen dnger",,,,,,,
"125628199269961728	negative	@DjNeXus_Sheedo oh oh oh zeen.. so u ago start lock down the club dem (Y)",,,,,,,
"125455260801179648	negative	I absolutely love my iPhone 4S. Thank you", Steve and @apple.,,,,,,
"126063358037340160	negative	LMAO I KNOW.",,,,,,,
"125402412147146752	negative	@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!",,,,,,,
"126002597063696384	negative	i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone",,,,,,,
"125930171562852352	negative	ttudo @Elainesouza_",,,,,,,
"125708639607599104	negative	Loving my new #iPhone4S thanks @apple for #ios5",,,,,,,
"125459338524499968	negative	RT @Monroe_SheBadd: Liquor nd drugs!. :)",,,,,,,
"125680049478316032	negative	@rygurl you need an @apple iphone4S with Siri!",,,,,,,
"125610372727193600	negative	Boa Tarde ;D",,,,,,,
"126164430546403328	negative	Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s",,,,,,,
"125319163366473728	negative	RT @SawyerHartman: I FU*KING LOVE YOU @APPLE this phone is the best thing ever !! SIRI = BEST THING EVER MADE",,,,,,,
"125706813583798272	negative	Tanin_326ãÅ«ãÅ´ãÅ£ãÅŸã‚_ãÅªãÅ‚ãÅ åêçã€_å_‰ã€€æ…‹ã€€æ˜Ÿã€€äººã€è http://t.co/Pl7UkhWf #bunsyousin",,,,,,,
"125959059957485568	negative	RT @SignosFodas: #GÃªmeos Palavra Da ManhÃ£: Luta",,,,,,,
"126315223060709376	negative	We're one of a few ""Featured Education Apps"" on the @Apple **Website** today", sweet! http://t.co/0yWvbe1Z,,,,,,
"126409696553861120	negative	@its_k0fi they win all the time when i play with them",,,,,,,
"125925618486489088	negative	Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :)",,,,,,,
"126195522691280896	negative	@bkad5161 than apologize to @apple ;)",,,,,,,
"125999676972470272	negative	Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing", because you are doing it well! http://t.co/ZZc6bE0w,,,,,,
"125662399217930240	negative	@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry",,,,,,,
"126416915664084992	negative	@mashable @apple", iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..,,,,,,
"125595292304281600	negative	We gaan op jodenjacht",,,,,,,
"126148685737361408	negative	Save me from #HP's unwanted OS! Help me buy an #iPhone! I have seen the light! #lol http://t.co/8gUP9Acz #backchannel @apple",,,,,,,
"126095744531832832	negative	Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...",,,,,,,
"126287654093471744	negative	The Sacrifice for Our Sins http://t.co/Z8MxqMw /via @wordpressdotcom",,,,,,,
"125356807626559488	negative	Awesome service from the @apple store in pc. Thanks chris!",,,,,,,
"125585606100267008	negative	Impressive service @apple genius bar metro centre. Power cable replaced free n booked in for screen replacement for free :- D",,,,,,,
"125561950376701952	negative	the nice guy at the @apple store replaced my phone gratis when I showed him the hairline crack on the screen. thanks @apple",,,,,,,
"126319186141130752	negative	Amazing new @Apple iOs 5 feature. http://t.co/jatFVfpM",,,,,,,
"126312877916307456	negative	ãƒ ã‚_ã‚«ãÅ¨æ¯”å‘‚å£«ãÅ®è_‹åˆ†ãÅ‘ãÅŒãÅ_ãÅ‹ã‚“",,,,,,,
"125901202591461376	negative	Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple",,,,,,,
"125264731035537408	negative	I'm hungryyyyyy",,,,,,,
"126416109212680192	negative	THiS IS WHAT WiLL KiLL APPLE http://t.co/72Jw4z5c RiP @APPLE",,,,,,,
"126342268603998208	negative	Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today", out of warranty.,,,,,,
"125924446430183424	negative	ã‚_ãƒ_ãƒ_ãƒ‹ãƒ«ãÅ®ãƒ_ãƒ™ãƒ«ãƒ–ãƒƒã‚¯â€_ï_Å",,,,,,,
"126009748020658176	negative	DFT [20:54] Sneijder: Situatie niet zo best http://t.co/cmvQ9890",,,,,,,
"125165176772247552	negative	Love love love iOS 5!! @apple",,,,,,,
"126134400466419712	negative	Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -",,,,,,,
"125633677597229056	negative	@apple by far the best iPod and first time iPhone ever.... Good job guys",,,,,,,
"126256230397259776	negative	@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA",,,,,,,
"126116614495154176	negative	Well at least the @apple store has amazing call waiting music! #need4s",,,,,,,
"125338216411828224	negative	I am crazy about #iOS5 . The photo cropping is the best! @apple",,,,,,,
"125495491701125120	negative	New iOS 5 update is THE BEST. iloveyou @apple",,,,,,,
"126040352237961216	negative	Rectifico GladiAtor", por 2000000000000000000000001 vez,,,,,,
"125537993942515712	negative	@RickySinghPT got a new backside for my eye phone! V impressed with @apple",,,,,,,
"126418790706712576	negative	RT @cjwallace03: So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. W ...",,,,,,,
"126064519943426048	negative	@apple loving the new IOS5 upgrade for the iPhone!",,,,,,,
"125667241978114048	negative	So", I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac,,,,,,
"125279987254300672	negative	The #iphone4s is amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple",,,,,,,
"126302673820594176	negative	I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy. :) Way to go @Apple!",,,,,,,
"125664375364255744	negative	I â™¥ @Apple http://t.co/a8on3IAa",,,,,,,
"126411162622496768	negative	@apple why my tunes no go on my iPhone? iPhone lonely without them. silly #iOS5",,,,,,,
"126314687116750848	negative	Feeding Alex for the 9th time today.",,,,,,,
"126008369562652672	negative	Kind of excited. On my way to my last class right now and then going to the @Apple store", so buy #MacOSC Snow Leopard and Lion :-),,,,,,
"125727629012770816	negative	S/O to @apple for replacing my phone for freeî€_",,,,,,,
"125898611572740096	negative	PSPãÅ¡ã‚ƒã‚“ãÅ¨å……é›»ãÅ—ãÅ_ãÅŸã‚‰ã‚ˆãÅ‹ãÅ£ãÅŸãÅ§ãÅ™ã‚èã€‚ä_™å¥_ã‚_ãƒ_ãƒ©ãƒƒã‚·ãƒ¥ãÅèã‚‹ãÅ‹ã‚‰ãÅ_ãÅ„ãÅ_ãÅ„ãÅ“ãƒ_",,,,,,,
"125523414298533888	negative	_ibertaddigital.tv/ iPad a briliant SteveJobs produck ",http://t.co/00ohfLY6 @Apple present... http://t.co/DBbWSDpx,,,,,,
"126034495991328768	negative	So yeah... @apple #iOS5 #readinglists have changed my life. #nowicanspendevenmoretimeonmyphone.",,,,,,,
"126116898051076096	negative	#Siri now knows who my dad", mom, brother and girlfriend is. Thanks @apple,,,,,
"125960325437722624	negative	@iancollinsuk @apple I like what you did there...!",,,,,,,
"126307801046847488	negative	RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy. : ...",,,,,,,
"125423290767507456	negative	@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going. Amazing. #siri #ipod4s",,,,,,,
"125712433087123456	negative	Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/D7EeJHBT",,,,,,,
"125537578974851072	negative	#iPhone 4S in Space http://t.co/jINNHVwz this is amazing #creative @apple your products inspire people to do unbelievable things",,,,,,,
"126063569660936192	negative	Photo: â€º Menina indecisa", desajeitada e amarga. Menina que apesar dos apesares se manteve de pÃ©, que limpa... http://t.co/fE7208MX,,,,,
"125699573799845888	negative	@apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today... Sunday. Truly is #magic.",,,,,,,
"125978568726560768	negative	4 millions in a weekend", 16 #iPhone4S per second. This is madness?! no, this is @Apple !!!,,,,,
"125922999651139584	negative	One word - #wow. RT @jldavid iPhone 4S First Weekend Sales Top Four Million: http://t.co/Zx5Pw0GT (via @apple)",,,,,,,
"125547297072357376	negative	It would have taken me 15 mins to write this with my #Blackberry. Thank u @Apple 4s for converting me and showing me the grass is greener!",,,,,,,
"125313088160411648	negative	@sammyandres @pattiennis Nothing but the best from Bruton!",,,,,,,
"126039929523404800	negative	Cuando Selenna me habla no sÃ© me pongo mariquita o algo.",,,,,,,
"125677424565424128	negative	Meet #Siri", your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple,,,,,,
"125994965183635456	negative	@Apple unhappy again with service/product quality. Won't buy @Apple again.",,,,,,,
"126079672386723840	negative	Hey @apple", the SMS full message is complete shit. Yes, I'm annoyed.,,,,,
"125976113657823232	negative	@PrJusto Don't question the @Apple they will remember your dissent!",,,,,,,
"126343679785959424	negative	@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the ""newest"" model are suckers...",,,,,,,
"126388023725268992	negative	Boy"," could @apple make it any harder to put my purchased music from the cloud on to my new macbook pro? ""You must authorize this computerâ€_""",,,,,,
"126096173198082048	negative	none of my apps work after the new ios from @apple. what do i do?!?",,,,,,,
"126084068298334208	negative	@apple @iphone Please deliver my daughter's i4s", she is driving me nuts #iphone,,,,,,
"126163250172801024	negative	Damn it @Apple!! Whatchu done to my phone??",,,,,,,
"126127465155403776	negative	eu ja tentei te esqueÃ§er", eu ja tentei me conformar, em outro alguem ja procurei, e desistir de te encontrar â™«,,,,
"126380588822298624	negative	@Haridian_A7x ensima que lo hize por hacerte un favor :(",,,,,,,
"126044756320075776	negative	@apple I committed to your cloud storage iDisk and now it's raining :-( so soon no more iDisk. Any plans for a new service for storage?",,,,,,,
"126030936084189184	negative	Dear @apple: Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade? This hurts. #3GS #needsomethingtoread",,,,,,,
"125974886006005760	negative	@apple: Multiple times siri is ""having trouble connecting to the network."" Siri needs servers (and some exercise!)",,,,,,,
"126381519513194496	negative	Ik wil gaan slapen mr er zijn 'kneusjes?' buiten die lopen te schreeuwen als n mogoool.",,,,,,,
"126405040809312256	negative	The one #iphone feature still missing since @apple first showed it.. Contacts pictures on the contacts list! Simple yet 5 major updates miss",,,,,,,
"126037831301869568	negative	Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade",,,,,,,
"126006116168642560	negative	@apple If you want to know what customers think dont send updates with the ""noreply"" return address. Who invented that anyway. #useless",,,,,,,
"126286814578348032	negative	One would think the voice recognition on the @apple tech support line would work a little better.",,,,,,,
"126389218284015616	negative	@ryanbaldwin @apple So in iTunes I go Store -&gt; Authoriseâ€_ why doesn't it just auto-authorise it when I sign into iTunes? Grrrr...",,,,,,,
"126072901144281088	negative	Had ma Ipas not 24 hours an I jailbroke it...now its SHAGGED itunes won't letme restore it @apple SYM!!!!",,,,,,,
"126073520504569856	negative	RT @hohohopefully_: @Renatacax asdksdjkhajkhas awn. NÃ£o ta mais na wizard? ):",,,,,,,
"126044425964109824	negative	Hey @apple why can't I share a reminder list from my iPhone? Also why can't I login to the iCloud webpage to modify sharing from my phone?",,,,,,,
"126343214805426176	negative	Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.",,,,,,,
"125982320917364736	negative	For being the inventor of the computer mouse â€” Why is it that @Apple has never made one that is not a complete piece of fucking shit?!!?",,,,,,,
"126085893353250816	negative	@chascouponmom @apple I get they are busy w/ the new phone", but I just wanted to buy a stylus. they made me wait forever outside & never,,,,,,
"126283602571964416	negative	@apple $319 to repair my iPad 2", Apple you've lost me and my $700 a year, Android here I come!,,,,,
"126393717421645824	negative	@Kidd_Swell is it cold out there?",,,,,,,
"125996379913986048	negative	@betweensundays Ah! Yeah...should be an option...hopefully @apple figures that out. Thx",,,,,,,
"126408052525105152	negative	@_caustic_ now i'm attached to it and I want to share it with peeps :/",,,,,,,
"126357227727626240	negative	@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.",,,,,,,
"126385036441296896	negative	shit", shit, shit. IOS5 update ate all my apps, data and media just like @apple said it would. This is going to take some time to rebuild.,,,,
"126358272084152320	negative	Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise",,,,,,,
"125989051101741056	negative	â€œ@philipgrey: dear @apple"," why you gotta go change the way &lt;input type=""number""&gt; is handled out of the blue?â€ù",,,,,,
"126400637930979328	negative	a claro tÃ¡ roubando os meus crÃ©ditos adoidado. como uma ligaÃ§Ã£o de 10 minutos de claro pra claro no mesmo DDD come R$27",00 de crÃ©dito? aiai.,,,,,,
"126375381249966080	negative	@rogerweir no but I have the option of a replacement iPhone 4s ? Not sure if I want one after having 2 duff iPhones. @O2 @iphone4s @apple",,,,,,,
"126382051661328384	negative	Lmaaoo RT @Ro1Up: Truth University &gt; Ga State",,,,,,,
"126021108641181696	negative	As a huge podcast fan - I really feel like @Apple dropped the ball on this one. http://t.co/wvzPrbCI via @Carrypad",,,,,,,
"126031969166434304	negative	GAH. @apple iOS 5 opens text messages painfully slow", on top of 3 restore attempts 2 succeed. Early adopterness gets better of me.,,,,,,
"126324389741473792	negative	@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T",,,,,,,
"126292335540699136	negative	@Apple iTunes is the worst program ever. For such a great phone", you make some awful software.,,,,,,
"126063215842037760	negative	Wow the Genius Bar Reservation Line @Apple is ridic right now - ___- I am not amused. #ugh",,,,,,,
"126405185630253056	negative	Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s",,,,,,,
"126014999444467712	negative	I really hate dealing with the brain dead people at the @apple store. For such good products", customer service sucks.,,,,,,
"126003967552524288	negative	Every time I try the voice control on my iPod Touch to send an iMessage"," it starts playing ""Who Knew"" by Pink. Still not Flawless @Apple",,,,,,
"126281019476291584	negative	Why Every Ghetto Bitch Gotta Smell Like Love Spell",,,,,,,
"126382959711358976	negative	. @apple & @AT&T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!",,,,,,,
"126358781633368064	negative	What??? I that sucks hello @apple RT @PhoneDog_Aaron Interesting note - DROID RAZR's battery isn't removable.",,,,,,,
"126188946974720000	negative	oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it",,,,,,,
"126240605419487232	negative	Hey @Apple: stop sending your automatically-depreciate-all-iPhones-older-than-the-4s signal. My #iPhone4 is dying rapidly processor-wise.",,,,,,,
"126354628999778304	negative	RT @FourTet: Moth/Wolf Cub repress is on. Getting it recut because there were crackles on the first pressing that I don't think were me ...",,,,,,,
"126302386644975616	negative	@apple my iPhone is charging very slowly!!!!!",,,,,,,
"126324573384871936	negative	@Apple", on the #iPad with #iOS5, why has the Messages Icon been included when it can't be used?,,,,,
"126221894126022656	negative	Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???",,,,,,,
"126163315499081728	negative	RT @CircusTK: I'm wit chu!! â€œ@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my t ...",,,,,,,
"126270073420791808	negative	ayo kawan dari pada BeTe mending Vote @SupeMyRiot dulu yuk ;)",,,,,,,
"126082123743502336	negative	@sprint @bestbuy still no word on my iPhone4s preorder. Best Buy blames Sprint", Sprint blames @apple, I just want an honest answer. #help,,,,,
"126012822936231936	negative	Anyone else seeing missing signal bars on their #iPhone 3GS with an upgrade to #iOS5? cc/ @applecanada @apple @forstall",,,,,,,
"126243680129523712	negative	@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt",,,,,,,
"126307071984545792	negative	_¿__Ñˆ_»_° ___´_µ___°Ñ‚ÑŒÑÅÑè... _¿___º_°:)",,,,,,,
"126279811151831040	negative	This weather is so lovely and wonderful! please stay like this!",,,,,,,
"126016585348558848	negative	â€œ@carlton858: I really hate dealing with the brain dead people at the @apple store. For such good products", customer service sucks.â€ù in NZ?,,,,,,
"126141380409036800	negative	I know a few others having same issue RT @Joelplane: 9% now on my second full charge of the day. Pissed @Apple",,,,,,,
"126380553464315904	negative	It would be great If @Apple would send my new phone. #frustrated",,,,,,,
"126050114518261760	negative	An apple update has seemed to render my work machine incapable of opening HDV video. Thanks @Apple. Zero useful productivity today.",,,,,,,
"126182880123695104	negative	iMessage doesn't show the time a message was sent", annoying @apple,,,,,,
"126310645443461120	negative	ì „ì„¸ê_„ê°€ ì†Œë…€ì‹œëŒ€ë¥_ ì£_ëª©í•´..! #GirlsGenerationDay",,,,,,,
"126018120983904256	negative	I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN",,,,,,,
"126405405667627008	negative	RT @radlerc: Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s",,,,,,,
"126054048972537856	negative	Where is my iPhone!?!?!?! @apple",,,,,,,
"126118222746497024	negative	same shit different day", right? #wrong,,,,,,
"126068917012668416	negative	What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.",,,,,,,
"126372694118768640	negative	So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?",,,,,,,
"126299379832336384	negative	@Apple #iOS5 gm on ipad1 is very slow wash better on beta7/8 solve this problem", or give me the ipad2,,,,,,
"126377298650861568	negative	@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit.",,,,,,,
"125999655011098624	negative	RT @ScottDugas: Warning: if iphone apps spontaneously loose data", it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade ...,,,,,,
"126258214412091392	negative	Frustrated that I bought a new macbook pro from @apple only to find it doesnt ship with media! #expensivepaperweight",,,,,,,
"126141077131497472	negative	9% now on my second full charge of the day. Pissed @Apple",,,,,,,
"126121175926571008	negative	@thatnerdykid haha mayn i got a horrible crap! Thats how much we workout!D: lol",,,,,,,
"126188717902802944	negative	why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple",,,,,,,
"126324077513293824	negative	Interesting... @apple now requires you to have a reservation ? #apple #iphone #4S : http://t.co/zZK4fTii",,,,,,,
